Metabolite	SMILES	KEGG	Gene Name
3-Dehydrosphinganine	CCCCCCCCCCCCCCCC(=O)[C@@H](N)CO	C02934	PIGC
3-Dehydrosphinganine	CCCCCCCCCCCCCCCC(=O)[C@@H](N)CO	C02934	PIGP
3-Dehydrosphinganine	CCCCCCCCCCCCCCCC(=O)[C@@H](N)CO	C02934	PIGV
3-Dehydrosphinganine	CCCCCCCCCCCCCCCC(=O)[C@@H](N)CO	C02934	B3GALT5
3-Dehydrosphinganine	CCCCCCCCCCCCCCCC(=O)[C@@H](N)CO	C02934	NPC2
3-Dehydrosphinganine	CCCCCCCCCCCCCCCC(=O)[C@@H](N)CO	C02934	PIGG
3-Dehydrosphinganine	CCCCCCCCCCCCCCCC(=O)[C@@H](N)CO	C02934	PIGH
3-Dehydrosphinganine	CCCCCCCCCCCCCCCC(=O)[C@@H](N)CO	C02934	PIGL
3-Dehydrosphinganine	CCCCCCCCCCCCCCCC(=O)[C@@H](N)CO	C02934	GPAA1
3-Dehydrosphinganine	CCCCCCCCCCCCCCCC(=O)[C@@H](N)CO	C02934	PIGF
3-Dehydrosphinganine	CCCCCCCCCCCCCCCC(=O)[C@@H](N)CO	C02934	PLEKHA9
3-Dehydrosphinganine	CCCCCCCCCCCCCCCC(=O)[C@@H](N)CO	C02934	GLTPD2
3-Dehydrosphinganine	CCCCCCCCCCCCCCCC(=O)[C@@H](N)CO	C02934	PLEKHA8
3-Dehydrosphinganine	CCCCCCCCCCCCCCCC(=O)[C@@H](N)CO	C02934	CD1A
3-Dehydrosphinganine	CCCCCCCCCCCCCCCC(=O)[C@@H](N)CO	C02934	PIGX
3-Dehydrosphinganine	CCCCCCCCCCCCCCCC(=O)[C@@H](N)CO	C02934	GM2A
3-Dehydrosphinganine	CCCCCCCCCCCCCCCC(=O)[C@@H](N)CO	C02934	GLTPD1
3-Dehydrosphinganine	CCCCCCCCCCCCCCCC(=O)[C@@H](N)CO	C02934	CD1C
3-Dehydrosphinganine	CCCCCCCCCCCCCCCC(=O)[C@@H](N)CO	C02934	LBP
3-Dehydrosphinganine	CCCCCCCCCCCCCCCC(=O)[C@@H](N)CO	C02934	DKFZp434L0435
3-Dehydrosphinganine	CCCCCCCCCCCCCCCC(=O)[C@@H](N)CO	C02934	CD1B
3-Dehydrosphinganine	CCCCCCCCCCCCCCCC(=O)[C@@H](N)CO	C02934	GLTP
3-Dehydrosphinganine	CCCCCCCCCCCCCCCC(=O)[C@@H](N)CO	C02934	CD1E
3-Dehydrosphinganine	CCCCCCCCCCCCCCCC(=O)[C@@H](N)CO	C02934	PLEKHA8
3-Dehydrosphinganine	CCCCCCCCCCCCCCCC(=O)[C@@H](N)CO	C02934	CD1D
3-Dehydrosphinganine	CCCCCCCCCCCCCCCC(=O)[C@@H](N)CO	C02934	SPTLC1
3-Dehydrosphinganine	CCCCCCCCCCCCCCCC(=O)[C@@H](N)CO	C02934	SPTLC3
4a-Methylfecosterol	[H][C@@](C)(CCC(=C)C(C)C)[C@@]1([H])CC[C@@]2([H])C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@@H](C)[C@]1([H])CC3	C15776	TM7SF2
4a-Methylfecosterol	[H][C@@](C)(CCC(=C)C(C)C)[C@@]1([H])CC[C@@]2([H])C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@@H](C)[C@]1([H])CC3	C15776	EBP
Keratan	CC(=O)N[C@@H]1[C@@H](O)C[C@@H](COS(O)(=O)=O)O[C@H]1O[C@H]1[C@@H](O)[C@@H](COS(O)(=O)=O)O[C@@H](O[C@H]2[C@H](O)[C@@H](NC(C)=O)[C@H](O[C@@H]3[C@@H](O)[C@H](O)O[C@H](COS(O)(=O)=O)[C@@H]3O)O[C@@H]2COS(O)(=O)=O)[C@@H]1O	C00573	B3GNT7
Keratan	CC(=O)N[C@@H]1[C@@H](O)C[C@@H](COS(O)(=O)=O)O[C@H]1O[C@H]1[C@@H](O)[C@@H](COS(O)(=O)=O)O[C@@H](O[C@H]2[C@H](O)[C@@H](NC(C)=O)[C@H](O[C@@H]3[C@@H](O)[C@H](O)O[C@H](COS(O)(=O)=O)[C@@H]3O)O[C@@H]2COS(O)(=O)=O)[C@@H]1O	C00573	GUSB
Keratan	CC(=O)N[C@@H]1[C@@H](O)C[C@@H](COS(O)(=O)=O)O[C@H]1O[C@H]1[C@@H](O)[C@@H](COS(O)(=O)=O)O[C@@H](O[C@H]2[C@H](O)[C@@H](NC(C)=O)[C@H](O[C@@H]3[C@@H](O)[C@H](O)O[C@H](COS(O)(=O)=O)[C@@H]3O)O[C@@H]2COS(O)(=O)=O)[C@@H]1O	C00573	CHST1
Keratan	CC(=O)N[C@@H]1[C@@H](O)C[C@@H](COS(O)(=O)=O)O[C@H]1O[C@H]1[C@@H](O)[C@@H](COS(O)(=O)=O)O[C@@H](O[C@H]2[C@H](O)[C@@H](NC(C)=O)[C@H](O[C@@H]3[C@@H](O)[C@H](O)O[C@H](COS(O)(=O)=O)[C@@H]3O)O[C@@H]2COS(O)(=O)=O)[C@@H]1O	C00573	CHST3
Keratan	CC(=O)N[C@@H]1[C@@H](O)C[C@@H](COS(O)(=O)=O)O[C@H]1O[C@H]1[C@@H](O)[C@@H](COS(O)(=O)=O)O[C@@H](O[C@H]2[C@H](O)[C@@H](NC(C)=O)[C@H](O[C@@H]3[C@@H](O)[C@H](O)O[C@H](COS(O)(=O)=O)[C@@H]3O)O[C@@H]2COS(O)(=O)=O)[C@@H]1O	C00573	CHST6
Keratan	CC(=O)N[C@@H]1[C@@H](O)C[C@@H](COS(O)(=O)=O)O[C@H]1O[C@H]1[C@@H](O)[C@@H](COS(O)(=O)=O)O[C@@H](O[C@H]2[C@H](O)[C@@H](NC(C)=O)[C@H](O[C@@H]3[C@@H](O)[C@H](O)O[C@H](COS(O)(=O)=O)[C@@H]3O)O[C@@H]2COS(O)(=O)=O)[C@@H]1O	C00573	CHST7
Keratan	CC(=O)N[C@@H]1[C@@H](O)C[C@@H](COS(O)(=O)=O)O[C@H]1O[C@H]1[C@@H](O)[C@@H](COS(O)(=O)=O)O[C@@H](O[C@H]2[C@H](O)[C@@H](NC(C)=O)[C@H](O[C@@H]3[C@@H](O)[C@H](O)O[C@H](COS(O)(=O)=O)[C@@H]3O)O[C@@H]2COS(O)(=O)=O)[C@@H]1O	C00573	GALNS
Keratan	CC(=O)N[C@@H]1[C@@H](O)C[C@@H](COS(O)(=O)=O)O[C@H]1O[C@H]1[C@@H](O)[C@@H](COS(O)(=O)=O)O[C@@H](O[C@H]2[C@H](O)[C@@H](NC(C)=O)[C@H](O[C@@H]3[C@@H](O)[C@H](O)O[C@H](COS(O)(=O)=O)[C@@H]3O)O[C@@H]2COS(O)(=O)=O)[C@@H]1O	C00573	GNS
Keratan	CC(=O)N[C@@H]1[C@@H](O)C[C@@H](COS(O)(=O)=O)O[C@H]1O[C@H]1[C@@H](O)[C@@H](COS(O)(=O)=O)O[C@@H](O[C@H]2[C@H](O)[C@@H](NC(C)=O)[C@H](O[C@@H]3[C@@H](O)[C@H](O)O[C@H](COS(O)(=O)=O)[C@@H]3O)O[C@@H]2COS(O)(=O)=O)[C@@H]1O	C00573	FMOD
Keratan	CC(=O)N[C@@H]1[C@@H](O)C[C@@H](COS(O)(=O)=O)O[C@H]1O[C@H]1[C@@H](O)[C@@H](COS(O)(=O)=O)O[C@@H](O[C@H]2[C@H](O)[C@@H](NC(C)=O)[C@H](O[C@@H]3[C@@H](O)[C@H](O)O[C@H](COS(O)(=O)=O)[C@@H]3O)O[C@@H]2COS(O)(=O)=O)[C@@H]1O	C00573	KERA
Keratan	CC(=O)N[C@@H]1[C@@H](O)C[C@@H](COS(O)(=O)=O)O[C@H]1O[C@H]1[C@@H](O)[C@@H](COS(O)(=O)=O)O[C@@H](O[C@H]2[C@H](O)[C@@H](NC(C)=O)[C@H](O[C@@H]3[C@@H](O)[C@H](O)O[C@H](COS(O)(=O)=O)[C@@H]3O)O[C@@H]2COS(O)(=O)=O)[C@@H]1O	C00573	OMD
Keratan	CC(=O)N[C@@H]1[C@@H](O)C[C@@H](COS(O)(=O)=O)O[C@H]1O[C@H]1[C@@H](O)[C@@H](COS(O)(=O)=O)O[C@@H](O[C@H]2[C@H](O)[C@@H](NC(C)=O)[C@H](O[C@@H]3[C@@H](O)[C@H](O)O[C@H](COS(O)(=O)=O)[C@@H]3O)O[C@@H]2COS(O)(=O)=O)[C@@H]1O	C00573	GNAS
Isopropyl alcohol	CC(C)O	C01845	PON1
Isopropyl alcohol	CC(C)O	C01845	ALPPL2
Isopropyl alcohol	CC(C)O	C01845	PON2
Isopropyl alcohol	CC(C)O	C01845	FUCA2
Isopropyl alcohol	CC(C)O	C01845	ALDH1B1
Isopropyl alcohol	CC(C)O	C01845	ACPL2
Isopropyl alcohol	CC(C)O	C01845	CES5A
Isopropyl alcohol	CC(C)O	C01845	VAT1L
Isopropyl alcohol	CC(C)O	C01845	MECR
Isopropyl alcohol	CC(C)O	C01845	ACP2
Isopropyl alcohol	CC(C)O	C01845	KL
Isopropyl alcohol	CC(C)O	C01845	ADH1B
Isopropyl alcohol	CC(C)O	C01845	ALPI
Isopropyl alcohol	CC(C)O	C01845	FAR2
Isopropyl alcohol	CC(C)O	C01845	SORD
Isopropyl alcohol	CC(C)O	C01845	ADH6
Isopropyl alcohol	CC(C)O	C01845	AWAT2
Isopropyl alcohol	CC(C)O	C01845	LRAT
Isopropyl alcohol	CC(C)O	C01845	ADH4
Isopropyl alcohol	CC(C)O	C01845	AKR1A1
Isopropyl alcohol	CC(C)O	C01845	GUSB
Isopropyl alcohol	CC(C)O	C01845	TP53I3
Isopropyl alcohol	CC(C)O	C01845	PON3
Isopropyl alcohol	CC(C)O	C01845	ALPL
Isopropyl alcohol	CC(C)O	C01845	ACPT
Isopropyl alcohol	CC(C)O	C01845	ADH1A
Isopropyl alcohol	CC(C)O	C01845	ZADH2
Isopropyl alcohol	CC(C)O	C01845	SULT2B1
Isopropyl alcohol	CC(C)O	C01845	ADHFE1
Isopropyl alcohol	CC(C)O	C01845	ACP5
Isopropyl alcohol	CC(C)O	C01845	VAT1
Isopropyl alcohol	CC(C)O	C01845	RTN4IP1
Isopropyl alcohol	CC(C)O	C01845	NR1I3
Isopropyl alcohol	CC(C)O	C01845	RNGTT
Isopropyl alcohol	CC(C)O	C01845	TNF
Isopropyl alcohol	CC(C)O	C01845	PRSS2
Isopropyl alcohol	CC(C)O	C01845	RNASE1
Isopropyl alcohol	CC(C)O	C01845	PLA2G2A
Isopropyl alcohol	CC(C)O	C01845	GM2A
Isopropyl alcohol	CC(C)O	C01845	AHCY
Isopropyl alcohol	CC(C)O	C01845	PRDX6
Isopropyl alcohol	CC(C)O	C01845	CHIT1
Isopropyl alcohol	CC(C)O	C01845	DDX39B
Isopropyl alcohol	CC(C)O	C01845	ADI1
Isopropyl alcohol	CC(C)O	C01845	GCH1
Isopropyl alcohol	CC(C)O	C01845	DCXR
(R)-3-Hydroxybutyric acid	C[C@@H](O)CC(O)=O	C01089	BDH2
(R)-3-Hydroxybutyric acid	C[C@@H](O)CC(O)=O	C01089	BDH1
(R)-3-Hydroxybutyric acid	C[C@@H](O)CC(O)=O	C01089	DKFZp434G1411
11-Dehydrocorticosterone	[H][C@@]12CCC(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	C05490	AKR1D1
11-Dehydrocorticosterone	[H][C@@]12CCC(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	C05490	HSD11B2
11-Dehydrocorticosterone	[H][C@@]12CCC(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C	C05490	HSD11B1
5'-Methylthioadenosine	CSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N	C00170	MTAP
5'-Methylthioadenosine	CSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N	C00170	SMS
5'-Methylthioadenosine	CSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N	C00170	SRM
L-3-Hydroxykynurenine	N[C@@H](CC(=O)C1=CC=CC(O)=C1N)C(O)=O	C03227	KYNU
L-3-Hydroxykynurenine	N[C@@H](CC(=O)C1=CC=CC(O)=C1N)C(O)=O	C03227	AADAT
L-3-Hydroxykynurenine	N[C@@H](CC(=O)C1=CC=CC(O)=C1N)C(O)=O	C03227	CCBL1
L-3-Hydroxykynurenine	N[C@@H](CC(=O)C1=CC=CC(O)=C1N)C(O)=O	C03227	KMO
L-3-Hydroxykynurenine	N[C@@H](CC(=O)C1=CC=CC(O)=C1N)C(O)=O	C03227	CCBL2
Thromboxane A2	CCCCC[C@H](O)\C=C\[C@H]1O[C@H]2C[C@H](O2)[C@@H]1C\C=C/CCCC(O)=O	C02198	TBXA2R
Thromboxane A2	CCCCC[C@H](O)\C=C\[C@H]1O[C@H]2C[C@H](O2)[C@@H]1C\C=C/CCCC(O)=O	C02198	TBXAS1
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	AGK
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	AKAP13
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	ARAF
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	ARHGAP29
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	ARHGEF2
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	AWAT1
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	AWAT2
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	BRAF
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	CDC42BPA
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	CDC42BPB
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	CDC42BPG
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	CDIPT
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	CDS1
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	CDS2
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	CEL
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	CHPT1
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	CIT
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	DAGLA
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	DAGLB
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	DEF8
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	DGAT1
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	DGAT2
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	DGAT2L6
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	DGAT2L7
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	DGKA
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	DGKB
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	DGKD
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	DGKE
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	DGKG
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	DGKH
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	DGKI
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	DGKK
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	DGKQ
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	GAL3ST1
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	GMIP
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	HMHA1
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	KSR1
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	KSR2
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	LIPC
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	LIPE
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	LIPF
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	LIPG
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	LPL
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	MOGAT1
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	MOGAT2
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	MOGAT3
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	MYO9B
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	PCYT1A
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	PGS1
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	PITPNM1
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	PLCB1
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	PLCB2
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	PLCB3
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	PLCB4
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	PLCD1
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	PLCD3
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	PLCD4
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	PLCE1
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	PLCG1
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	PLCG2
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	PLCH1
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	PLCH2
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	PLCZ1
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	PLEKHM1
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	PLEKHM3
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	PNLIP
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	PNLIPRP1
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	PNLIPRP2
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	PNLIPRP3
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	PNPLA2
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	PNPLA3
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	PNPLA4
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	PPAP2A
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	PPAP2B
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	PPAP2C
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	PRKCA
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	PRKCB
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	PRKCD
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	PRKCE
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	PRKCG
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	PRKCH
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	PRKCI
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	PRKCQ
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	PRKCZ
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	PRKD1
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	PRKD2
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	PRKD3
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	RAF1
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	RAPGEF2
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	RASGRP1
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	RASGRP2
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	RASGRP4
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	RASSF1
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	RGNEF
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	ROCK1
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	ROCK2
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	SGMS1
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	SGMS2
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	SLC27A1
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	STAC3
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	TENC1
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	TRPC3
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	TRPC6
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	TRPC7
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	UNC13A
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	UNC13B
DG(14:0/0:0/14:0)	CCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCC	None	UNC13B variant protein
