"","Ensemble","Start_position","End_position"
"44714","ENSG00000215203","142","142"
"44715","ENSG00000215203","262","262"
"44716","ENSG00000151806","107","107"
"44717","ENSG00000109158","336","336"
"44718","ENSG00000145246","182","182"
"44719","ENSG00000145246","1060","1060"
"44720","ENSG00000170448","432","432"
"44721","ENSG00000198515","688","688"
"44722","ENSG00000163293","240","240"
"44723","ENSG00000075539","2819","2819"
"44724","ENSG00000075539","2616","2616"
"44725","ENSG00000109182","417","417"
"44726","ENSG00000163069","300","300"
"44727","ENSG00000163071","496","496"
"44728","ENSG00000072201","419","419"
"44729","ENSG00000157404","257","257"
"44730","ENSG00000128052","921","921"
"44731","ENSG00000163440","205","205"
"44732","ENSG00000090989","19","19"
"44733","ENSG00000090989","108","108"
"44734","ENSG00000090989","464","464"
"44735","ENSG00000174799","825","825"
"44736","ENSG00000109265","1153","1153"
"44737","ENSG00000128059","384","384"
"44738","ENSG00000084092","544","544"
"44739","ENSG00000084092","474","474"
"44740","ENSG00000145241","778","778"
"44741","ENSG00000145241","284","284"
"44742","ENSG00000145241","216","216"
"44743","ENSG00000035720","132","132"
"44744","ENSG00000187054","393","393"
"44745","ENSG00000187054","288","288"
"44746","ENSG00000196620","430","430"
"44747","ENSG00000109181","335","335"
"44748","ENSG00000109193","102","102"
"44749","ENSG00000126549","58","58"
"44750","ENSG00000181617","29","29"
"44751","ENSG00000171195","332","332"
"44752","ENSG00000080493","709","709"
"44753","ENSG00000156140","1044","1044"
"44754","ENSG00000156140","779","779"
"44755","ENSG00000132466","1745","1745"
"44756","ENSG00000163736","93","93"
"44757","ENSG00000081041","73","73"
"44758","ENSG00000138757","132","132"
"44759","ENSG00000156194","350","350"
"44760","ENSG00000138760","175","175"
"44761","ENSG00000163749","321","321"
"44762","ENSG00000138759","333","333"
"44763","ENSG00000138759","1878","1878"
"44764","ENSG00000138759","3728","3728"
"44765","ENSG00000138772","288","288"
"44766","ENSG00000138669","466","466"
"44767","ENSG00000145293","192","192"
"44768","ENSG00000145284","162","162"
"44769","ENSG00000168152","32","32"
"44770","ENSG00000173083","42","42"
"44771","ENSG00000163322","34","34"
"44772","ENSG00000163629","951","951"
"44773","ENSG00000163629","1549","1549"
"44774","ENSG00000163629","1596","1596"
"44775","ENSG00000145332","355","355"
"44776","ENSG00000152583","59","59"
"44777","ENSG00000163644","238","238"
"44778","ENSG00000138642","151","151"
"44779","ENSG00000138642","290","290"
"44780","ENSG00000138642","629","629"
"44781","ENSG00000180346","433","433"
"44782","ENSG00000185477","11","11"
"44783","ENSG00000138722","372","372"
"44784","ENSG00000138722","574","574"
"44785","ENSG00000152208","147","147"
"44786","ENSG00000152208","615","615"
"44787","ENSG00000163106","106","106"
"44788","ENSG00000138696","489","489"
"44789","ENSG00000163116","223","223"
"44790","ENSG00000198099","207","207"
"44791","ENSG00000138823","394","394"
"44792","ENSG00000145358","175","175"
"44793","ENSG00000145358","131","131"
"44794","ENSG00000109323","182","182"
"44795","ENSG00000109332","103","103"
"44796","ENSG00000138778","1047","1047"
"44797","ENSG00000138778","509","509"
"44798","ENSG00000168769","751","751"
"44799","ENSG00000138780","191","191"
"44800","ENSG00000168743","353","353"
"44801","ENSG00000164023","338","338"
"44802","ENSG00000188517","301","301"
"44803","ENSG00000138802","1147","1147"
"44804","ENSG00000183423","490","490"
"44805","ENSG00000138792","342","342"
"44806","ENSG00000174749","69","69"
"44807","ENSG00000138658","1049","1049"
"44808","ENSG00000138658","454","454"
"44809","ENSG00000145362","2072","2072"
"44810","ENSG00000145362","2532","2532"
"44811","ENSG00000145362","2726","2726"
"44812","ENSG00000180801","461","461"
"44813","ENSG00000180801","190","190"
"44814","ENSG00000174607","102","102"
"44815","ENSG00000174607","443","443"
"44816","ENSG00000138653","242","242"
"44817","ENSG00000164099","506","506"
"44818","ENSG00000150961","715","715"
"44819","ENSG00000172403","663","663"
"44820","ENSG00000138735","489","489"
"44821","ENSG00000164109","23","23"
"44822","ENSG00000173376","65","65"
"44823","ENSG00000050730","10","10"
"44824","ENSG00000123737","91","91"
"44825","ENSG00000145386","189","189"
"44826","ENSG00000138688","841","841"
"44827","ENSG00000138688","1848","1848"
"44828","ENSG00000138688","3301","3301"
"44829","ENSG00000164113","379","379"
"44830","ENSG00000145375","331","331"
"44831","ENSG00000164056","2","2"
"44832","ENSG00000151458","358","358"
"44833","ENSG00000196159","242","242"
"44834","ENSG00000196159","478","478"
"44835","ENSG00000196159","1815","1815"
"44836","ENSG00000151475","218","218"
"44837","ENSG00000164070","483","483"
"44838","ENSG00000164073","276","276"
"44839","ENSG00000077684","43","43"
"44840","ENSG00000077684","663","663"
"44841","ENSG00000151466","222","222"
"44842","ENSG00000138650","83","83"
"44843","ENSG00000254535","178","178"
"44844","ENSG00000254535","103","103"
"44845","ENSG00000151012","471","471"
"44846","ENSG00000151014","393","393"
"44847","ENSG00000137463","100","100"
"44848","ENSG00000164134","70","70"
"44849","ENSG00000145391","18","18"
"44850","ENSG00000109436","190","190"
"44851","ENSG00000109452","126","126"
"44852","ENSG00000153147","702","702"
"44853","ENSG00000164164","834","834"
"44854","ENSG00000151615","110","110"
"44855","ENSG00000151615","332","332"
"44856","ENSG00000151617","41","41"
"44857","ENSG00000151623","653","653"
"44858","ENSG00000198589","2338","2338"
"44859","ENSG00000181541","224","224"
"44860","ENSG00000198589","2103","2103"
"44861","ENSG00000109686","224","224"
"44862","ENSG00000164142","382","382"
"44863","ENSG00000059691","276","276"
"44864","ENSG00000109670","86","86"
"44865","ENSG00000164144","26","26"
"44866","ENSG00000121210","690","690"
"44867","ENSG00000145428","199","199"
"44868","ENSG00000197410","1049","1049"
"44869","ENSG00000171557","412","412"
"44870","ENSG00000151962","16","16"
"44871","ENSG00000164114","498","498"
"44872","ENSG00000256394","435","435"
"44873","ENSG00000120251","843","843"
"44874","ENSG00000145414","347","347"
"44875","ENSG00000038295","661","661"
"44876","ENSG00000137628","476","476"
"44877","ENSG00000181381","1500","1500"
"44878","ENSG00000181381","1110","1110"
"44879","ENSG00000181381","426","426"
"44880","ENSG00000129116","387","387"
"44881","ENSG00000164118","82","82"
"44882","ENSG00000164118","288","288"
"44883","ENSG00000150627","359","359"
"44884","ENSG00000109674","103","103"
"44885","ENSG00000168538","1041","1041"
"44886","ENSG00000164303","311","311"
"44887","ENSG00000164303","107","107"
"44888","ENSG00000151726","636","636"
"44889","ENSG00000151726","579","579"
"44890","ENSG00000164323","402","402"
"44891","ENSG00000154556","756","756"
"44892","ENSG00000154556","712","712"
"44893","ENSG00000164344","345","345"
"44894","ENSG00000088926","522","522"
"44895","ENSG00000083857","2149","2149"
"44896","ENSG00000083857","552","552"
"44897","ENSG00000179059","140","140"
"44898","ENSG00000109536","99","99"
"44899","ENSG00000112877","532","532"
"44900","ENSG00000037474","220","220"
"44901","ENSG00000112902","566","566"
"44902","ENSG00000112902","196","196"
"44903","ENSG00000169777","55","55"
"44904","ENSG00000039139","4524","4524"
"44905","ENSG00000039139","3000","3000"
"44906","ENSG00000039139","502","502"
"44907","ENSG00000039139","293","293"
"44908","ENSG00000038382","1502","1502"
"44909","ENSG00000038382","2170","2170"
"44910","ENSG00000154122","223","223"
"44911","ENSG00000183654","242","242"
"44912","ENSG00000145555","936","936"
"44913","ENSG00000145555","89","89"
"44914","ENSG00000113100","749","749"
"44915","ENSG00000113407","230","230"
"44916","ENSG00000151388","1556","1556"
"44917","ENSG00000151388","604","604"
"44918","ENSG00000082196","221","221"
"44919","ENSG00000113492","501","501"
"44920","ENSG00000152582","1589","1589"
"44921","ENSG00000145604","10","10"
"44922","ENSG00000079215","270","270"
"44923","ENSG00000164190","750","750"
"44924","ENSG00000164190","1719","1719"
"44925","ENSG00000197603","858","858"
"44926","ENSG00000113594","675","675"
"44927","ENSG00000113600","384","384"
"44928","ENSG00000132357","52","52"
"44929","ENSG00000132357","618","618"
"44930","ENSG00000171495","725","725"
"44931","ENSG00000039537","356","356"
"44932","ENSG00000182836","231","231"
"44933","ENSG00000182836","121","121"
"44934","ENSG00000083720","499","499"
"44935","ENSG00000083720","355","355"
"44936","ENSG00000083720","345","345"
"44937","ENSG00000205765","288","288"
"44938","ENSG00000151876","378","378"
"44939","ENSG00000112964","423","423"
"44940","ENSG00000112964","613","613"
"44941","ENSG00000177453","272","272"
"44942","ENSG00000177453","355","355"
"44943","ENSG00000112972","79","79"
"44944","ENSG00000112972","6","6"
"44945","ENSG00000151881","162","162"
"44946","ENSG00000151881","113","113"
"44947","ENSG00000170571","287","287"
"44948","ENSG00000151883","111","111"
"44949","ENSG00000151883","204","204"
"44950","ENSG00000213949","162","162"
"44951","ENSG00000164171","174","174"
"44952","ENSG00000039123","922","922"
"44953","ENSG00000164509","141","141"
"44954","ENSG00000134352","590","590"
"44955","ENSG00000134352","138","138"
"44956","ENSG00000164512","417","417"
"44957","ENSG00000145632","345","345"
"44958","ENSG00000175857","91","91"
"44959","ENSG00000130449","344","344"
"44960","ENSG00000130449","680","680"
"44961","ENSG00000164197","501","501"
"44962","ENSG00000153015","444","444"
"44963","ENSG00000049192","583","583"
"44964","ENSG00000113595","549","549"
"44965","ENSG00000112851","1130","1130"
"44966","ENSG00000153914","191","191"
"44967","ENSG00000134061","324","324"
"44968","ENSG00000145740","303","303"
"44969","ENSG00000131711","85","85"
"44970","ENSG00000131711","740","740"
"44971","ENSG00000113048","160","160"
"44972","ENSG00000157107","572","572"
"44973","ENSG00000157107","786","786"
"44974","ENSG00000164338","201","201"
"44975","ENSG00000164347","190","190"
"44976","ENSG00000113161","846","846"
"44977","ENSG00000113163","543","543"
"44978","ENSG00000122008","610","610"
"44979","ENSG00000122012","561","561"
"44980","ENSG00000145703","347","347"
"44981","ENSG00000145703","1083","1083"
"44982","ENSG00000164251","103","103"
"44983","ENSG00000145708","182","182"
"44984","ENSG00000113231","153","153"
"44985","ENSG00000152409","397","397"
"44986","ENSG00000152409","549","549"
"44987","ENSG00000152413","10","10"
"44988","ENSG00000164309","92","92"
"44989","ENSG00000164309","974","974"
"44990","ENSG00000164309","2579","2579"
"44991","ENSG00000164309","2966","2966"
"44992","ENSG00000164309","3099","3099"
"44993","ENSG00000164300","97","97"
"44994","ENSG00000039319","433","433"
"44995","ENSG00000189127","362","362"
"44996","ENSG00000189127","76","76"
"44997","ENSG00000113319","725","725"
"44998","ENSG00000113319","1234","1234"
"44999","ENSG00000145687","281","281"
"45000","ENSG00000145687","177","177"
"45001","ENSG00000152422","96","96"
"45002","ENSG00000152422","196","196"
"45003","ENSG00000038427","2228","2228"
"45004","ENSG00000113356","183","183"
"45005","ENSG00000164199","4802","4802"
"45006","ENSG00000164199","5688","5688"
"45007","ENSG00000164199","5772","5772"
"45008","ENSG00000248483","266","266"
"45009","ENSG00000113391","336","336"
"45010","ENSG00000185261","343","343"
"45011","ENSG00000153347","286","286"
"45012","ENSG00000198677","794","794"
"45013","ENSG00000164291","502","502"
"45014","ENSG00000145757","22","22"
"45015","ENSG00000145757","15","15"
"45016","ENSG00000118985","336","336"
"45017","ENSG00000113441","998","998"
"45018","ENSG00000153922","900","900"
"45019","ENSG00000153922","732","732"
"45020","ENSG00000153922","620","620"
"45021","ENSG00000153922","379","379"
"45022","ENSG00000205359","541","541"
"45023","ENSG00000145723","20","20"
"45024","ENSG00000145725","787","787"
"45025","ENSG00000134982","409","409"
"45026","ENSG00000134982","1366","1366"
"45027","ENSG00000134982","1400","1400"
"45028","ENSG00000134982","1805","1805"
"45029","ENSG00000134982","2432","2432"
"45030","ENSG00000152503","95","95"
"45031","ENSG00000164221","444","444"
"45032","ENSG00000172901","824","824"
"45033","ENSG00000172901","969","969"
"45034","ENSG00000145781","127","127"
"45035","ENSG00000092421","591","591"
"45036","ENSG00000064692","176","176"
"45037","ENSG00000168916","1316","1316"
"45038","ENSG00000168916","1102","1102"
"45039","ENSG00000168916","110","110"
"45040","ENSG00000145794","4","4"
"45041","ENSG00000145808","775","775"
"45042","ENSG00000217128","1024","1024"
"45043","ENSG00000217128","392","392"
"45044","ENSG00000164398","231","231"
"45045","ENSG00000113522","291","291"
"45046","ENSG00000113522","1069","1069"
"45047","ENSG00000164402","428","428"
"45048","ENSG00000164404","115","115"
"45049","ENSG00000072364","851","851"
"45050","ENSG00000170606","265","265"
"45051","ENSG00000170606","322","322"
"45052","ENSG00000213585","11","11"
"45053","ENSG00000113615","588","588"
"45054","ENSG00000145833","86","86"
"45055","ENSG00000145833","807","807"
"45056","ENSG00000152705","30","30"
"45057","ENSG00000113648","112","112"
"45058","ENSG00000145832","139","139"
"45059","ENSG00000120708","454","454"
"45060","ENSG00000152377","374","374"
"45061","ENSG00000112983","685","685"
"45062","ENSG00000146013","97","97"
"45063","ENSG00000146005","434","434"
"45064","ENSG00000254996","948","948"
"45065","ENSG00000146007","35","35"
"45066","ENSG00000204963","321","321"
"45067","ENSG00000204962","151","151"
"45068","ENSG00000250120","163","163"
"45069","ENSG00000250120","356","356"
"45070","ENSG00000239389","37","37"
"45071","ENSG00000239389","91","91"
"45072","ENSG00000239389","600","600"
"45073","ENSG00000248383","172","172"
"45074","ENSG00000248383","335","335"
"45075","ENSG00000248383","572","572"
"45076","ENSG00000243232","596","596"
"45077","ENSG00000171815","141","141"
"45078","ENSG00000197479","248","248"
"45079","ENSG00000187372","704","704"
"45080","ENSG00000113248","506","506"
"45081","ENSG00000120329","77","77"
"45082","ENSG00000253767","681","681"
"45083","ENSG00000254122","166","166"
"45084","ENSG00000254122","412","412"
"45085","ENSG00000242419","166","166"
"45086","ENSG00000197948","501","501"
"45087","ENSG00000197948","304","304"
"45088","ENSG00000120318","1053","1053"
"45089","ENSG00000145819","565","565"
"45090","ENSG00000113649","367","367"
"45091","ENSG00000164265","45","45"
"45092","ENSG00000145868","1070","1070"
"45093","ENSG00000169252","104","104"
"45094","ENSG00000173210","405","405"
"45095","ENSG00000155850","657","657"
"45096","ENSG00000113721","776","776"
"45097","ENSG00000145908","185","185"
"45098","ENSG00000197043","383","383"
"45099","ENSG00000197043","373","373"
"45100","ENSG00000086570","2847","2847"
"45101","ENSG00000145888","372","372"
"45102","ENSG00000164574","235","235"
"45103","ENSG00000164574","395","395"
"45104","ENSG00000155506","597","597"
"45105","ENSG00000226650","796","796"
"45106","ENSG00000135077","74","74"
"45107","ENSG00000113263","30","30"
"45108","ENSG00000055163","298","298"
"45109","ENSG00000172548","440","440"
"45110","ENSG00000155858","180","180"
"45111","ENSG00000164330","569","569"
"45112","ENSG00000145860","303","303"
"45113","ENSG00000145860","211","211"
"45114","ENSG00000145860","19","19"
"45115","ENSG00000113312","144","144"
"45116","ENSG00000118322","850","850"
"45117","ENSG00000145864","489","489"
"45118","ENSG00000022355","228","228"
"45119","ENSG00000038274","312","312"
"45120","ENSG00000145934","930","930"
"45121","ENSG00000145934","1846","1846"
"45122","ENSG00000113645","269","269"
"45123","ENSG00000184347","432","432"
"45124","ENSG00000134516","394","394"
"45125","ENSG00000204767","454","454"
"45126","ENSG00000072786","181","181"
"45127","ENSG00000113732","50","50"
"45128","ENSG00000164463","40","40"
"45129","ENSG00000113742","382","382"
"45130","ENSG00000182230","349","349"
"45131","ENSG00000074276","387","387"
"45132","ENSG00000113761","169","169"
"45133","ENSG00000165671","1173","1173"
"45134","ENSG00000169220","41","41"
"45135","ENSG00000113758","55","55"
"45136","ENSG00000027847","103","103"
"45137","ENSG00000113240","254","254"
"45138","ENSG00000178338","498","498"
"45139","ENSG00000178187","104","104"
"45140","ENSG00000178187","376","376"
"45141","ENSG00000161011","420","420"
"45142","ENSG00000197226","643","643"
"45143","ENSG00000113303","333","333"
"45144","ENSG00000168903","381","381"
"45145","ENSG00000137274","171","171"
"45146","ENSG00000145982","369","369"
"45147","ENSG00000124785","33","33"
"45148","ENSG00000164304","773","773"
"45149","ENSG00000164304","740","740"
"45150","ENSG00000096696","2160","2160"
"45151","ENSG00000096696","2458","2458"
"45152","ENSG00000096696","2522","2522"
"45153","ENSG00000096696","2748","2748"
"45154","ENSG00000259040","273","273"
"45155","ENSG00000111845","261","261"
"45156","ENSG00000153157","283","283"
"45157","ENSG00000095951","42","42"
"45158","ENSG00000095951","383","383"
"45159","ENSG00000095951","1612","1612"
"45160","ENSG00000078401","149","149"
"45161","ENSG00000112137","579","579"
"45162","ENSG00000124523","44","44"
"45163","ENSG00000010017","436","436"
"45164","ENSG00000047579","157","157"
"45165","ENSG00000112183","74","74"
"45166","ENSG00000124789","764","764"
"45167","ENSG00000112242","393","393"
"45168","ENSG00000112293","616","616"
"45169","ENSG00000137261","924","924"
"45170","ENSG00000111913","976","976"
"45171","ENSG00000111913","139","139"
"45172","ENSG00000111913","111","111"
"45173","ENSG00000273802","122","122"
"45174","ENSG00000273802","72","72"
"45175","ENSG00000112812","460","460"
"45176","ENSG00000279941","16","16"
"45177","ENSG00000204580","480","480"
"45178","ENSG00000168631","128","128"
"45179","ENSG00000204463","898","898"
"45180","ENSG00000204410","634","634"
"45181","ENSG00000221988","131","131"
"45182","ENSG00000204296","180","180"
"45183","ENSG00000168394","452","452"
"45184","ENSG00000227057","321","321"
"45185","ENSG00000204209","729","729"
"45186","ENSG00000030110","29","29"
"45187","ENSG00000124507","236","236"
"45188","ENSG00000146197","289","289"
"45189","ENSG00000146197","898","898"
"45190","ENSG00000023892","485","485"
"45191","ENSG00000197753","76","76"
"45192","ENSG00000189325","629","629"
"45193","ENSG00000112078","110","110"
"45194","ENSG00000124772","66","66"
"45195","ENSG00000146192","369","369"
"45196","ENSG00000112130","192","192"
"45197","ENSG00000124721","1534","1534"
"45198","ENSG00000124721","3409","3409"
"45199","ENSG00000164627","351","351"
"45200","ENSG00000124615","189","189"
"45201","ENSG00000137218","450","450"
"45202","ENSG00000112651","151","151"
"45203","ENSG00000112659","521","521"
"45204","ENSG00000124574","622","622"
"45205","ENSG00000124574","1002","1002"
"45206","ENSG00000001561","174","174"
"45207","ENSG00000146233","392","392"
"45208","ENSG00000180113","1262","1262"
"45209","ENSG00000146070","218","218"
"45210","ENSG00000112818","441","441"
"45211","ENSG00000069122","1043","1043"
"45212","ENSG00000198087","312","312"
"45213","ENSG00000164393","309","309"
"45214","ENSG00000146085","175","175"
"45215","ENSG00000124812","168","168"
"45216","ENSG00000008197","75","75"
"45217","ENSG00000170927","2128","2128"
"45218","ENSG00000170927","845","845"
"45219","ENSG00000112146","372","372"
"45220","ENSG00000137270","423","423"
"45221","ENSG00000137269","134","134"
"45222","ENSG00000137251","297","297"
"45223","ENSG00000168143","274","274"
"45224","ENSG00000168143","652","652"
"45225","ENSG00000168143","789","789"
"45226","ENSG00000187871","104","104"
"45227","ENSG00000112175","321","321"
"45228","ENSG00000151914","2965","2965"
"45229","ENSG00000151914","1759","1759"
"45230","ENSG00000151914","1131","1131"
"45231","ENSG00000151914","1062","1062"
"45232","ENSG00000151914","93","93"
"45233","ENSG00000118482","202","202"
"45234","ENSG00000118482","815","815"
"45235","ENSG00000118482","1658","1658"
"45236","ENSG00000188107","1958","1958"
"45237","ENSG00000188107","1834","1834"
"45238","ENSG00000135298","905","905"
"45239","ENSG00000112305","130","130"
"45240","ENSG00000079841","820","820"
"45241","ENSG00000185760","702","702"
"45242","ENSG00000135297","21","21"
"45243","ENSG00000135297","159","159"
"45244","ENSG00000156535","149","149"
"45245","ENSG00000111799","2532","2532"
"45246","ENSG00000112697","270","270"
"45247","ENSG00000118407","711","711"
"45248","ENSG00000118407","384","384"
"45249","ENSG00000112701","1047","1047"
"45250","ENSG00000112706","745","745"
"45251","ENSG00000112742","506","506"
"45252","ENSG00000083123","97","97"
"45253","ENSG00000005700","116","116"
"45254","ENSG00000083097","2435","2435"
"45255","ENSG00000135315","165","165"
"45256","ENSG00000135317","238","238"
"45257","ENSG00000188994","157","157"
"45258","ENSG00000188994","498","498"
"45259","ENSG00000188994","1939","1939"
"45260","ENSG00000203872","276","276"
"45261","ENSG00000146276","136","136"
"45262","ENSG00000118412","303","303"
"45263","ENSG00000135355","38","38"
"45264","ENSG00000135341","274","274"
"45265","ENSG00000112214","251","251"
"45266","ENSG00000112238","120","120"
"45267","ENSG00000112249","136","136"
"45268","ENSG00000164418","297","297"
"45269","ENSG00000187772","149","149"
"45270","ENSG00000112276","176","176"
"45271","ENSG00000132429","47","47"
"45272","ENSG00000130348","226","226"
"45273","ENSG00000146285","74","74"
"45274","ENSG00000118689","389","389"
"45275","ENSG00000112365","434","434"
"45276","ENSG00000155085","1540","1540"
"45277","ENSG00000004809","237","237"
"45278","ENSG00000112394","321","321"
"45279","ENSG00000112394","442","442"
"45280","ENSG00000009413","1873","1873"
"45281","ENSG00000009413","857","857"
"45282","ENSG00000249853","257","257"
"45283","ENSG00000111817","716","716"
"45284","ENSG00000111834","631","631"
"45285","ENSG00000153975","291","291"
"45286","ENSG00000185002","266","266"
"45287","ENSG00000047936","1661","1661"
"45288","ENSG00000111879","159","159"
"45289","ENSG00000111885","514","514"
"45290","ENSG00000111885","219","219"
"45291","ENSG00000146350","216","216"
"45292","ENSG00000152661","183","183"
"45293","ENSG00000152661","319","319"
"45294","ENSG00000118518","70","70"
"45295","ENSG00000093144","42","42"
"45296","ENSG00000184530","51","51"
"45297","ENSG00000184530","271","271"
"45298","ENSG00000172673","225","225"
"45299","ENSG00000146376","257","257"
"45300","ENSG00000118520","229","229"
"45301","ENSG00000154269","154","154"
"45302","ENSG00000236761","409","409"
"45303","ENSG00000154269","614","614"
"45304","ENSG00000146399","134","134"
"45305","ENSG00000112303","507","507"
"45306","ENSG00000112306","87","87"
"45307","ENSG00000118526","27","27"
"45308","ENSG00000146411","474","474"
"45309","ENSG00000112339","290","290"
"45310","ENSG00000135525","271","271"
"45311","ENSG00000197442","1302","1302"
"45312","ENSG00000197442","1014","1014"
"45313","ENSG00000027697","178","178"
"45314","ENSG00000135597","286","286"
"45315","ENSG00000164440","453","453"
"45316","ENSG00000164440","262","262"
"45317","ENSG00000010818","748","748"
"45318","ENSG00000001036","424","424"
"45319","ENSG00000112425","301","301"
"45320","ENSG00000146414","8","8"
"45321","ENSG00000152822","77","77"
"45322","ENSG00000164506","163","163"
"45323","ENSG00000164506","403","403"
"45324","ENSG00000111961","617","617"
"45325","ENSG00000111961","899","899"
"45326","ENSG00000131023","999","999"
"45327","ENSG00000120278","345","345"
"45328","ENSG00000120278","1264","1264"
"45329","ENSG00000091831","593","593"
"45330","ENSG00000131018","7690","7690"
"45331","ENSG00000131018","5404","5404"
"45332","ENSG00000131018","3921","3921"
"45333","ENSG00000131018","3838","3838"
"45334","ENSG00000131018","3483","3483"
"45335","ENSG00000131018","3326","3326"
"45336","ENSG00000131018","1567","1567"
"45337","ENSG00000131018","868","868"
"45338","ENSG00000131018","617","617"
"45339","ENSG00000120279","30","30"
"45340","ENSG00000120279","194","194"
"45341","ENSG00000091844","134","134"
"45342","ENSG00000153721","468","468"
"45343","ENSG00000213079","405","405"
"45344","ENSG00000029639","106","106"
"45345","ENSG00000049618","1993","1993"
"45346","ENSG00000130340","10","10"
"45347","ENSG00000078269","626","626"
"45348","ENSG00000122335","150","150"
"45349","ENSG00000130338","1404","1404"
"45350","ENSG00000146433","493","493"
"45351","ENSG00000164694","527","527"
"45352","ENSG00000112499","313","313"
"45353","ENSG00000122194","8","8"
"45354","ENSG00000112541","135","135"
"45355","ENSG00000166984","158","158"
"45356","ENSG00000120440","384","384"
"45357","ENSG00000112584","620","620"
"45358","ENSG00000106263","437","437"
"45359","ENSG00000146555","1003","1003"
"45360","ENSG00000146555","1057","1057"
"45361","ENSG00000157927","474","474"
"45362","ENSG00000106305","57","57"
"45363","ENSG00000086232","294","294"
"45364","ENSG00000215045","1152","1152"
"45365","ENSG00000146574","56","56"
"45366","ENSG00000106392","183","183"
"45367","ENSG00000003147","11","11"
"45368","ENSG00000106443","676","676"
"45369","ENSG00000005108","1368","1368"
"45370","ENSG00000146530","1084","1084"
"45371","ENSG00000146530","382","382"
"45372","ENSG00000146530","97","97"
"45373","ENSG00000006747","349","349"
"45374","ENSG00000006468","187","187"
"45375","ENSG00000214960","434","434"
"45376","ENSG00000004846","537","537"
"45377","ENSG00000004846","1046","1046"
"45378","ENSG00000105866","343","343"
"45379","ENSG00000105877","3364","3364"
"45380","ENSG00000136237","310","310"
"45381","ENSG00000136235","300","300"
"45382","ENSG00000164548","255","255"
"45383","ENSG00000196335","381","381"
"45384","ENSG00000153790","203","203"
"45385","ENSG00000197576","267","267"
"45386","ENSG00000078399","174","174"
"45387","ENSG00000005073","285","285"
"45388","ENSG00000106049","167","167"
"45389","ENSG00000106066","232","232"
"45390","ENSG00000164600","218","218"
"45391","ENSG00000154678","475","475"
"45392","ENSG00000154678","313","313"
"45393","ENSG00000164610","57","57"
"45394","ENSG00000122507","215","215"
"45395","ENSG00000164619","241","241"
"45396","ENSG00000122547","549","549"
"45397","ENSG00000155849","584","584"
"45398","ENSG00000155849","238","238"
"45399","ENSG00000211688","8","8"
"45400","ENSG00000006715","793","793"
"45401","ENSG00000006715","422","422"
"45402","ENSG00000175600","185","185"
"45403","ENSG00000122641","73","73"
"45404","ENSG00000002746","432","432"
"45405","ENSG00000002746","939","939"
"45406","ENSG00000106603","119","119"
"45407","ENSG00000106605","58","58"
"45408","ENSG00000062582","93","93"
"45409","ENSG00000136280","110","110"
"45410","ENSG00000164742","976","976"
"45411","ENSG00000136205","1100","1100"
"45412","ENSG00000136205","309","309"
"45413","ENSG00000136205","132","132"
"45414","ENSG00000158683","2227","2227"
"45415","ENSG00000158683","2180","2180"
"45416","ENSG00000158683","1380","1380"
"45417","ENSG00000179869","470","470"
"45418","ENSG00000179869","3751","3751"
"45419","ENSG00000132434","447","447"
"45420","ENSG00000185177","332","332"
"45421","ENSG00000197123","207","207"
"45422","ENSG00000173041","323","323"
"45423","ENSG00000198039","464","464"
"45424","ENSG00000152926","444","444"
"45425","ENSG00000152926","157","157"
"45426","ENSG00000213462","135","135"
"45427","ENSG00000146757","118","118"
"45428","ENSG00000009954","519","519"
"45429","ENSG00000106089","41","41"
"45430","ENSG00000274070","327","327"
"45431","ENSG00000135205","853","853"
"45432","ENSG00000187257","581","581"
"45433","ENSG00000187257","622","622"
"45434","ENSG00000187391","396","396"
"45435","ENSG00000127955","351","351"
"45436","ENSG00000135218","282","282"
"45437","ENSG00000019991","512","512"
"45438","ENSG00000153956","896","896"
"45439","ENSG00000153956","703","703"
"45440","ENSG00000153956","383","383"
"45441","ENSG00000153956","273","273"
"45442","ENSG00000186472","208","208"
"45443","ENSG00000075213","717","717"
"45444","ENSG00000153993","653","653"
"45445","ENSG00000164659","571","571"
"45446","ENSG00000005469","583","583"
"45447","ENSG00000075142","174","174"
"45448","ENSG00000105792","716","716"
"45449","ENSG00000105793","64","64"
"45450","ENSG00000105793","279","279"
"45451","ENSG00000127914","457","457"
"45452","ENSG00000127914","580","580"
"45453","ENSG00000127914","747","747"
"45454","ENSG00000127914","1836","1836"
"45455","ENSG00000127914","2798","2798"
"45456","ENSG00000001630","424","424"
"45457","ENSG00000001630","371","371"
"45458","ENSG00000001631","426","426"
"45459","ENSG00000127980","57","57"
"45460","ENSG00000177409","285","285"
"45461","ENSG00000004766","27","27"
"45462","ENSG00000004948","461","461"
"45463","ENSG00000164692","405","405"
"45464","ENSG00000127995","61","61"
"45465","ENSG00000004799","295","295"
"45466","ENSG00000198742","561","561"
"45467","ENSG00000185467","462","462"
"45468","ENSG00000198556","103","103"
"45469","ENSG00000021461","314","314"
"45470","ENSG00000146833","418","418"
"45471","ENSG00000106261","508","508"
"45472","ENSG00000166529","195","195"
"45473","ENSG00000166529","392","392"
"45474","ENSG00000197093","9","9"
"45475","ENSG00000066923","80","80"
"45476","ENSG00000078487","519","519"
"45477","ENSG00000078487","368","368"
